ID,L1,L2,A-1 Scene Domain (Level 1),A-1 Subcategory (Code + Name),A-2 Layout Structure,A-2 Imaging Method,A-2 Font and Text Form,A-2 Geometry and Arrangement,A-2 Image Quality,A-2 Lighting and Screen,A-2 Natural Interference,A-2 Adversarial / Misleading Factors,A-2 Language,A-2 Mixed Layout,Scene Category,A-1 Subcategory_Merged,A-1 Subcategory_Merged 10 Classes
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/a18a323688fc.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/b35f48e492f9.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/ab3877249812.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/0f9972170333.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/f4e85d632478.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/3b9f84acaeda.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/aaea9d8ccbc5.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/c70574b7821a.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/47a06f6cf384.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/0a6d5126f4bd.jpg,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Paragraphs,Photo,Artistic / Decorative Text,Obvious Rotation / Tilt,Clear,Reflection / Highlight Obstruction,Smearing / Masking / Privacy Redaction,Adversarial Occlusion Injection,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/65e079c88361.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/9360990754a4.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Annotation-style Mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_German_German_20/f6074b33c67e.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/24726ac722af.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/512c7139517d.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,Latin-script Text,RTL/LTR Direction-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/a9f212ec550f.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/5f8ddc50e92c.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/646c1c1eec1c.jpg,Documents & Office,D04 News / Journals / Magazines / Newspaper Interior Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D04 News / Journals / Magazines / Newspaper Interior Pages,3-Marketing & Editorial
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/105afed8b0a5.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/b7beb5c96672.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/71e6121fc57f.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/a0cee19ad516.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/89ae23e4daf0.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/867f394d05b4.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/a5eaabfde23f.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/b93ded6ba24d.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/9d4bc64538b4.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/687c2a1a2a92.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/999b075cd2ac.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/8641c8188a9e.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Perspective Distortion,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/d2a2f3eeb477.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/151d483d2ed0.jpg,Documents & Office,D04 News / Journals / Magazines / Newspaper Interior Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D04 News / Journals / Magazines / Newspaper Interior Pages,3-Marketing & Editorial
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Indonesian_Indonesian_20/e7792136a831.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Southeast Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/580a44f72d47.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Blurry (Motion / Defocus),No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/90ff56c9d0aa.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Dot-matrix / Thermal / Needle-printer Style,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/d4341b990b53.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/a67aef2236ca.jpg,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/5d3904101367.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/86efd19289de.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Block-based Multilingual Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/f377529be99c.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Block-based Multilingual Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/4dc8453c34a0.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/1439c4f9fe77.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/6751e0c0af91.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/78a2a26954fc.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/40e2aaeaab12.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Block-based Multilingual Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/9517c1fe044d.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Lists,Photo,Printed Text,Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/7bc77ca6926f.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/acf60b637113.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/644c0a50a0aa.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/fe9b022ce1d9.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/efd86bf5cf55.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/c82e10634341.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Irish_Irish_20/a56c6b042fc0.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/61bd4fe5a5ba.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/3c8dff585630.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/5bb35296e4e8.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/1fcc20d3675d.jpg,Documents & Office,D03 Reports / White Papers / Research Report Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/03fbe5fe4571.jpg,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/d93527c396a2.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/23b8796bcdd5.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/9465acfac745.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/2b5586f40764.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/fa695c97c8bf.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/be2a01caf370.jpg,Documents & Office,D23 Long-form Reading Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D23 Long-form Reading Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/df0779c07e89.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/9247ce57e83b.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/35c00e983bf3.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,recognition,ocr_datasets/recognition/multi_lan_recognition/images/multi_lan_ocr_Italian_Italian_20/c9443a587b23.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Obvious Rotation / Tilt,Clear,No Issue,No Issue,Visually Leading Annotation,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
